<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.06.26	20:00:00	1174.46	1174.85	1173.71	1174.61	1528	0	33
2015.06.26	21:00:00	1174.62	1174.79	1173.34	1173.76	1010	0	33
2015.06.26	22:00:00	1173.76	1175.12	1173.76	1174.28	1003	0	33
2015.06.26	23:00:00	1174.28	1175.37	1173.92	1175.17	941	0	34
2015.06.29	01:00:00	1184.17	1188.01	1181.72	1185.03	3565	0	33
2015.06.29	02:00:00	1185.10	1187.36	1183.09	1185.62	2271	0	33
2015.06.29	03:00:00	1185.52	1187.03	1184.37	1185.41	3476	0	34
2015.06.29	04:00:00	1185.41	1185.81	1179.77	1181.21	4975	0	33
2015.06.29	05:00:00	1181.13	1182.61	1181.00	1182.29	2363	0	34
2015.06.29	06:00:00	1182.26	1182.72	1181.25	1181.86	2314	0	33
2015.06.29	07:00:00	1181.86	1183.25	1181.56	1182.47	2031	0	34
2015.06.29	08:00:00	1182.46	1184.67	1182.43	1183.97	3684	0	34
2015.06.29	09:00:00	1183.96	1184.82	1180.58	1181.07	4767	0	34
2015.06.29	10:00:00	1181.07	1181.55	1177.14	1177.92	5451	0	33
2015.06.29	11:00:00	1177.90	1179.69	1177.21	1178.37	3567	0	33
2015.06.29	12:00:00	1178.35	1179.57	1176.02	1176.28	3102	0	33
2015.06.29	13:00:00	1176.28	1177.81	1176.23	1177.39	2542	0	34
2015.06.29	14:00:00	1177.38	1178.92	1176.68	1178.34	2161	0	34
2015.06.29	15:00:00	1178.34	1183.82	1176.68	1182.30	5027	0	33
2015.06.29	16:00:00	1182.20	1182.92	1173.77	1175.81	6160	0	33
2015.06.29	17:00:00	1175.77	1177.40	1174.66	1176.59	5423	0	33
2015.06.29	18:00:00	1176.57	1180.52	1176.56	1178.03	4531	0	33
2015.06.29	19:00:00	1177.99	1178.99	1177.28	1178.45	3111	0	34
2015.06.29	20:00:00	1178.46	1180.62	1178.26	1179.69	2940	0	33
2015.06.29	21:00:00	1179.70	1180.33	1179.12	1179.62	2163	0	33
2015.06.29	22:00:00	1179.64	1180.42	1178.80	1179.06	1941	0	34
2015.06.29	23:00:00	1179.05	1179.61	1178.53	1179.61	809	0	34
2015.06.30	00:00:00	1179.40	1179.40	1179.40	1179.40	1	0	85
2015.06.30	01:00:00	1179.94	1180.29	1179.69	1180.15	638	0	34
2015.06.30	02:00:00	1180.15	1180.20	1178.91	1178.99	497	0	33
2015.06.30	03:00:00	1179.05	1180.40	1178.19	1179.90	1940	0	37
2015.06.30	04:00:00	1179.90	1179.91	1176.35	1177.20	3272	0	34
2015.06.30	05:00:00	1177.15	1177.75	1176.79	1177.55	2191	0	34
2015.06.30	06:00:00	1177.53	1177.71	1176.38	1176.90	1964	0	34
2015.06.30	07:00:00	1176.90	1176.97	1175.79	1176.80	1098	0	34
2015.06.30	08:00:00	1176.78	1177.38	1176.17	1177.21	2177	0	35
2015.06.30	09:00:00	1177.22	1177.29	1174.45	1175.55	3194	0	34
2015.06.30	10:00:00	1175.53	1177.21	1174.06	1175.49	2952	0	33
2015.06.30	11:00:00	1175.46	1177.45	1175.30	1176.84	2889	0	33
2015.06.30	12:00:00	1176.85	1177.05	1174.01	1174.43	4937	0	34
2015.06.30	13:00:00	1174.42	1174.72	1171.19	1173.14	4282	0	33
2015.06.30	14:00:00	1173.22	1173.64	1170.37	1170.94	2811	0	34
2015.06.30	15:00:00	1170.93	1173.35	1169.56	1171.80	5192	0	33
2015.06.30	16:00:00	1171.85	1172.35	1168.90	1170.43	6605	0	33
2015.06.30	17:00:00	1170.68	1171.77	1169.35	1169.92	5919	0	33
2015.06.30	18:00:00	1169.98	1176.77	1166.64	1176.23	5939	0	33
2015.06.30	19:00:00	1176.23	1178.94	1173.52	1173.53	6170	0	33
2015.06.30	20:00:00	1173.54	1174.33	1171.74	1172.56	3851	0	33
2015.06.30	21:00:00	1172.58	1173.75	1171.84	1171.96	2475	0	33
2015.06.30	22:00:00	1171.93	1172.59	1170.97	1172.27	2129	0	33
2015.06.30	23:00:00	1172.25	1173.29	1171.61	1171.98	712	0	35
2015.07.01	01:00:00	1172.33	1172.52	1171.48	1172.35	37	0	89
2015.07.01	02:00:00	1172.46	1172.46	1172.30	1172.31	6	0	140
2015.07.01	03:00:00	1172.33	1174.24	1172.05	1173.86	505	0	41
2015.07.01	04:00:00	1173.83	1174.74	1172.67	1174.16	1691	0	34
2015.07.01	05:00:00	1174.12	1174.75	1173.38	1174.63	885	0	34
2015.07.01	06:00:00	1174.63	1174.95	1173.60	1174.13	747	0	34
2015.07.01	07:00:00	1174.13	1174.63	1173.73	1174.13	626	0	33
2015.07.01	08:00:00	1174.18	1174.54	1173.61	1173.65	1166	0	34
2015.07.01	09:00:00	1173.57	1174.53	1173.00	1173.75	2309	0	33
2015.07.01	10:00:00	1173.74	1174.58	1172.33	1173.62	2339	0	33
2015.07.01	11:00:00	1173.64	1174.59	1172.53	1172.68	2153	0	33
2015.07.01	12:00:00	1172.68	1173.12	1171.33	1172.63	3443	0	33
2015.07.01	13:00:00	1172.65	1172.75	1171.69	1172.21	1677	0	34
2015.07.01	14:00:00	1172.22	1172.95	1171.84	1172.05	1367	0	33
2015.07.01	15:00:00	1172.05	1172.08	1168.28	1169.86	4133	0	33
2015.07.01	16:00:00	1169.83	1170.32	1167.64	1167.97	3891	0	33
2015.07.01	17:00:00	1167.97	1173.38	1167.57	1169.42	5868	0	33
2015.07.01	18:00:00	1169.39	1170.91	1169.32	1170.11	3784	0	34
2015.07.01	19:00:00	1170.10	1172.55	1169.59	1171.44	2605	0	33
2015.07.01	20:00:00	1171.54	1171.54	1168.72	1169.09	2506	0	33
2015.07.01	21:00:00	1169.12	1169.31	1167.57	1168.32	1793	0	34
2015.07.01	22:00:00	1168.31	1170.00	1167.69	1168.22	1910	0	33
2015.07.01	23:00:00	1168.19	1168.78	1167.44	1168.38	768	0	34
2015.07.02	00:00:00	1168.38	1168.38	1168.38	1168.38	1	0	89
2015.07.02	01:00:00	1168.12	1168.84	1168.02	1168.43	504	0	37
2015.07.02	02:00:00	1168.48	1168.67	1168.11	1168.14	537	0	39
2015.07.02	03:00:00	1168.14	1168.42	1167.62	1168.24	973	0	34
2015.07.02	04:00:00	1168.26	1168.29	1166.93	1167.64	1872	0	33
2015.07.02	05:00:00	1167.62	1168.05	1167.41	1167.56	1245	0	34
2015.07.02	06:00:00	1167.58	1168.25	1167.13	1167.80	766	0	34
2015.07.02	07:00:00	1167.84	1168.13	1167.53	1168.03	548	0	34
2015.07.02	08:00:00	1168.03	1168.44	1167.07	1167.08	1146	0	34
2015.07.02	09:00:00	1167.09	1167.14	1164.53	1165.44	3017	0	33
2015.07.02	10:00:00	1165.41	1165.45	1161.69	1164.83	2653	0	33
2015.07.02	11:00:00	1164.88	1166.56	1163.90	1165.43	2280	0	33
2015.07.02	12:00:00	1165.38	1165.97	1163.99	1164.63	1755	0	33
2015.07.02	13:00:00	1164.63	1164.73	1162.22	1162.52	2263	0	33
2015.07.02	14:00:00	1162.34	1162.90	1160.12	1160.97	3216	0	33
2015.07.02	15:00:00	1160.96	1166.47	1156.94	1165.78	7848	0	33
2015.07.02	16:00:00	1165.83	1168.62	1163.65	1164.70	6949	0	33
2015.07.02	17:00:00	1164.70	1166.49	1163.18	1163.36	4552	0	33
2015.07.02	18:00:00	1163.38	1164.45	1161.98	1163.39	2818	0	33
2015.07.02	19:00:00	1163.39	1165.34	1163.22	1164.96	2491	0	33
2015.07.02	20:00:00	1164.93	1165.04	1163.99	1164.75	967	0	33
2015.07.02	21:00:00	1164.70	1164.99	1163.35	1163.63	859	0	33
2015.07.02	22:00:00	1163.58	1165.74	1163.07	1165.54	943	0	33
2015.07.02	23:00:00	1165.51	1169.73	1165.44	1166.03	936	0	34
2015.07.03	01:00:00	1165.78	1166.28	1164.63	1165.81	451	0	34
2015.07.03	02:00:00	1165.81	1166.38	1165.76	1165.86	427	0	42
2015.07.03	03:00:00	1165.81	1167.51	1165.41	1166.22	1742	0	35
2015.07.03	04:00:00	1166.23	1167.18	1165.34	1167.07	1808	0	34
2015.07.03	05:00:00	1167.06	1167.52	1166.10	1166.52	1161	0	34
2015.07.03	06:00:00	1166.48	1167.55	1165.95	1167.28	1023	0	33
2015.07.03	07:00:00	1167.28	1167.82	1166.55	1166.95	842	0	35
2015.07.03	08:00:00	1166.95	1167.52	1166.18	1167.42	1046	0	33
2015.07.03	09:00:00	1167.42	1168.55	1166.68	1167.78	2216	0	33
2015.07.03	10:00:00	1167.76	1170.10	1167.11	1167.77	2423	0	33
2015.07.03	11:00:00	1167.77	1169.68	1167.68	1168.67	1720	0	34
2015.07.03	12:00:00	1168.68	1169.17	1167.57	1168.29	2025	0	34
2015.07.03	13:00:00	1168.31	1168.96	1167.95	1168.07	1450	0	34
2015.07.03	14:00:00	1168.00	1168.80	1167.58	1168.73	942	0	34
2015.07.03	15:00:00	1168.73	1169.62	1168.48	1169.34	1432	0	33
2015.07.03	16:00:00	1169.38	1169.71	1167.08	1168.32	2245	0	33
2015.07.03	17:00:00	1168.32	1168.42	1166.35	1167.83	1359	0	34
2015.07.03	18:00:00	1167.85	1169.87	1165.89	1168.29	1542	0	33
2015.07.03	19:00:00	1168.29	1168.91	1167.54	1168.07	878	0	33
2015.07.06	01:00:00	1174.44	1175.01	1171.18	1174.24	2842	0	34
2015.07.06	02:00:00	1174.26	1174.37	1171.70	1173.07	1341	0	33
2015.07.06	03:00:00	1173.00	1174.23	1170.65	1171.99	1902	0	33
2015.07.06	04:00:00	1171.97	1171.97	1168.07	1168.69	2779	0	34
2015.07.06	05:00:00	1168.69	1169.02	1167.83	1167.86	1973	0	33
2015.07.06	06:00:00	1167.86	1168.42	1167.62	1168.09	817	0	34
2015.07.06	07:00:00	1168.09	1169.02	1167.30	1167.42	1276	0	33
2015.07.06	08:00:00	1167.42	1168.24	1166.25	1167.13	2445	0	33
2015.07.06	09:00:00	1167.14	1167.98	1165.75	1167.42	3517	0	34
2015.07.06	10:00:00	1167.46	1168.13	1163.21	1164.52	3606	0	33
2015.07.06	11:00:00	1164.53	1166.08	1163.70	1164.79	2505	0	33
2015.07.06	12:00:00	1164.78	1164.84	1162.77	1164.24	2895	0	33
2015.07.06	13:00:00	1164.23	1165.39	1163.99	1165.08	2279	0	34
2015.07.06	14:00:00	1165.07	1165.78	1164.46	1164.70	2361	0	34
2015.07.06	15:00:00	1164.68	1166.35	1163.54	1165.05	4308	0	33
2015.07.06	16:00:00	1165.05	1166.57	1163.35	1165.99	5272	0	33
2015.07.06	17:00:00	1165.97	1168.45	1165.45	1167.18	5316	0	33
2015.07.06	18:00:00	1167.21	1168.08	1166.22	1167.53	3073	0	33
2015.07.06	19:00:00	1167.58	1172.07	1166.81	1171.92	3121	0	33
2015.07.06	20:00:00	1171.92	1174.32	1171.92	1172.70	3580	0	33
2015.07.06	21:00:00	1172.72	1173.23	1169.58	1170.18	1989	0	33
2015.07.06	22:00:00	1170.11	1170.18	1167.98	1168.96	1235	0	33
2015.07.06	23:00:00	1168.91	1170.39	1168.81	1170.05	583	0	34
2015.07.07	01:00:00	1169.24	1170.30	1169.18	1169.42	505	0	33
2015.07.07	02:00:00	1169.39	1169.96	1169.26	1169.40	224	0	33
2015.07.07	03:00:00	1169.36	1169.86	1168.66	1168.66	542	0	33
2015.07.07	04:00:00	1168.61	1169.47	1167.86	1169.14	1097	0	34
2015.07.07	05:00:00	1169.19	1169.35	1167.42	1168.16	550	0	34
2015.07.07	06:00:00	1168.21	1168.66	1167.01	1167.41	777	0	34
2015.07.07	07:00:00	1167.41	1167.61	1166.87	1167.15	1016	0	33
2015.07.07	08:00:00	1167.16	1168.13	1166.93	1167.83	1149	0	33
2015.07.07	09:00:00	1167.83	1169.23	1167.64	1168.38	2577	0	33
2015.07.07	10:00:00	1168.33	1168.64	1166.42	1167.22	2318	0	33
2015.07.07	11:00:00	1167.20	1167.69	1166.21	1167.13	2175	0	33
2015.07.07	12:00:00	1167.17	1167.59	1165.68	1167.24	1940	0	33
2015.07.07	13:00:00	1167.29	1168.07	1164.93	1165.52	1952	0	33
2015.07.07	14:00:00	1165.49	1166.16	1164.62	1164.87	2357	0	33
2015.07.07	15:00:00	1164.91	1166.55	1159.87	1161.49	4699	0	33
2015.07.07	16:00:00	1161.47	1161.47	1154.21	1156.27	11376	0	33
2015.07.07	17:00:00	1156.20	1157.42	1147.86	1153.31	12282	0	33
2015.07.07	18:00:00	1153.28	1157.42	1151.30	1156.48	5668	0	33
2015.07.07	19:00:00	1156.48	1158.46	1154.08	1156.38	5955	0	33
2015.07.07	20:00:00	1156.36	1156.69	1152.96	1154.51	3744	0	34
2015.07.07	21:00:00	1154.47	1156.56	1154.38	1156.56	1832	0	34
2015.07.07	22:00:00	1156.67	1157.09	1155.10	1155.50	2651	0	33
2015.07.07	23:00:00	1155.49	1158.84	1151.89	1154.91	1781	0	33
2015.07.08	00:00:00	1154.69	1154.69	1154.69	1154.69	1	0	108
2015.07.08	01:00:00	1154.73	1155.32	1152.47	1154.51	1008	0	33
2015.07.08	02:00:00	1154.51	1155.06	1154.14	1154.42	581	0	34
2015.07.08	03:00:00	1154.41	1156.52	1154.33	1155.86	1992	0	34
2015.07.08	04:00:00	1155.81	1155.81	1151.51	1153.09	4819	0	33
2015.07.08	05:00:00	1153.14	1153.89	1152.24	1153.15	2467	0	33
2015.07.08	06:00:00	1153.15	1154.21	1152.95	1153.87	1674	0	33
2015.07.08	07:00:00	1153.92	1154.22	1153.22	1153.92	1548	0	34
2015.07.08	08:00:00	1153.92	1153.94	1150.51	1150.55	2952	0	34
2015.07.08	09:00:00	1150.63	1153.27	1147.11	1147.74	6789	0	33
2015.07.08	10:00:00	1147.74	1153.60	1147.27	1153.00	4866	0	33
2015.07.08	11:00:00	1153.00	1154.92	1151.89	1152.27	4096	0	33
2015.07.08	12:00:00	1152.27	1155.28	1151.74	1154.52	2875	0	34
2015.07.08	13:00:00	1154.47	1155.62	1153.87	1153.87	2573	0	33
2015.07.08	14:00:00	1153.93	1157.86	1153.79	1156.65	3811	0	33
2015.07.08	15:00:00	1156.70	1157.25	1153.32	1153.76	3984	0	33
2015.07.08	16:00:00	1153.76	1164.47	1153.00	1159.95	9684	0	33
2015.07.08	17:00:00	1159.82	1161.53	1158.83	1160.57	5641	0	33
2015.07.08	18:00:00	1160.59	1163.37	1159.85	1161.85	3872	0	33
2015.07.08	19:00:00	1161.80	1163.11	1161.16	1161.68	3176	0	33
2015.07.08	20:00:00	1161.72	1164.57	1161.72	1163.09	2745	0	33
2015.07.08	21:00:00	1163.14	1163.82	1161.31	1161.75	3278	0	33
2015.07.08	22:00:00	1161.85	1162.42	1158.69	1158.72	2210	0	33
2015.07.08	23:00:00	1158.73	1161.59	1154.57	1157.91	1252	0	33
2015.07.09	00:00:00	1157.88	1157.88	1157.88	1157.88	1	0	111
2015.07.09	01:00:00	1158.23	1159.94	1157.48	1157.99	919	0	34
2015.07.09	02:00:00	1157.99	1158.12	1156.02	1156.67	662	0	33
2015.07.09	03:00:00	1156.64	1158.67	1156.46	1157.17	1249	0	33
2015.07.09	04:00:00	1157.12	1159.02	1155.90	1158.90	2697	0	33
2015.07.09	05:00:00	1158.90	1159.27	1157.69	1157.70	2254	0	33
2015.07.09	06:00:00	1157.69	1158.32	1157.28	1157.96	1298	0	34
2015.07.09	07:00:00	1157.95	1158.27	1157.37	1157.42	605	0	36
2015.07.09	08:00:00	1157.41	1163.61	1157.37	1163.42	4488	0	33
2015.07.09	09:00:00	1163.38	1166.49	1162.44	1162.68	5779	0	33
2015.07.09	10:00:00	1162.70	1164.69	1162.00	1162.42	3746	0	33
2015.07.09	11:00:00	1162.41	1163.90	1162.28	1163.70	1740	0	33
2015.07.09	12:00:00	1163.68	1164.44	1161.28	1162.09	1542	0	33
2015.07.09	13:00:00	1162.07	1163.34	1161.44	1162.37	1352	0	33
2015.07.09	14:00:00	1162.38	1163.40	1161.57	1161.98	2607	0	33
2015.07.09	15:00:00	1162.04	1167.63	1160.14	1164.37	5835	0	33
2015.07.09	16:00:00	1164.47	1167.47	1163.83	1164.36	6166	0	33
2015.07.09	17:00:00	1164.37	1165.17	1162.09	1163.47	4178	0	33
2015.07.09	18:00:00	1163.47	1164.24	1161.65	1162.62	3254	0	33
2015.07.09	19:00:00	1162.66	1163.57	1160.07	1161.08	2841	0	33
2015.07.09	20:00:00	1161.06	1161.48	1159.39	1160.74	2467	0	33
2015.07.09	21:00:00	1160.73	1161.09	1159.79	1160.66	1414	0	34
2015.07.09	22:00:00	1160.66	1161.62	1160.41	1161.31	1572	0	34
2015.07.09	23:00:00	1161.31	1161.41	1158.05	1159.06	778	0	34
2015.07.10	01:00:00	1159.35	1160.82	1157.39	1158.27	1277	0	34
2015.07.10	02:00:00	1158.28	1159.53	1158.01	1158.01	345	0	34
2015.07.10	03:00:00	1157.96	1161.23	1157.73	1159.87	1763	0	33
2015.07.10	04:00:00	1159.82	1159.97	1157.89	1159.64	1859	0	34
2015.07.10	05:00:00	1159.64	1162.41	1159.56	1161.41	1931	0	34
2015.07.10	06:00:00	1161.46	1162.65	1160.11	1161.54	2175	0	34
2015.07.10	07:00:00	1161.53	1162.47	1160.86	1161.46	923	0	33
2015.07.10	08:00:00	1161.49	1162.77	1160.79	1162.59	1967	0	34
2015.07.10	09:00:00	1162.59	1163.48	1161.32	1161.41	2833	0	33
2015.07.10	10:00:00	1161.36	1163.65	1161.20	1162.89	2576	0	33
2015.07.10	11:00:00	1162.85	1163.44	1161.88	1162.82	1836	0	33
2015.07.10	12:00:00	1162.85	1163.95	1162.32	1162.92	2615	0	33
2015.07.10	13:00:00	1162.93	1163.55	1162.31	1162.45	1429	0	34
2015.07.10	14:00:00	1162.53	1163.77	1162.36	1162.51	2103	0	33
2015.07.10	15:00:00	1162.57	1162.66	1158.85	1160.40	3076	0	33
2015.07.10	16:00:00	1160.35	1161.61	1158.93	1159.41	4566	0	33
2015.07.10	17:00:00	1159.41	1160.94	1158.60	1160.52	3935	0	33
2015.07.10	18:00:00	1160.45	1162.97	1160.29	1162.10	3419	0	33
2015.07.10	19:00:00	1162.10	1165.28	1158.21	1159.86	5401	0	33
2015.07.10	20:00:00	1159.80	1160.36	1158.17	1159.47	2652	0	33
2015.07.10	21:00:00	1159.37	1161.60	1159.32	1161.30	1559	0	34
2015.07.10	22:00:00	1161.33	1162.98	1161.29	1162.96	1976	0	34
2015.07.10	23:00:00	1162.92	1164.15	1162.31	1163.10	669	0	34
2015.07.13	01:00:00	1163.13	1164.70	1161.57	1162.78	1126	0	42
2015.07.13	02:00:00	1162.72	1162.93	1161.59	1162.35	593	0	38
2015.07.13	03:00:00	1162.32	1164.13	1161.22	1163.52	1933	0	34
2015.07.13	04:00:00	1163.47	1163.62	1160.63	1160.96	2008	0	34
2015.07.13	05:00:00	1161.06	1162.30	1160.95	1161.67	1002	0	34
2015.07.13	06:00:00	1161.57	1162.30	1161.38	1161.61	940	0	36
2015.07.13	07:00:00	1161.60	1164.10	1159.26	1159.90	1496	0	33
2015.07.13	08:00:00	1159.89	1161.37	1159.80	1160.86	1331	0	33
2015.07.13	09:00:00	1160.88	1161.57	1159.43	1161.21	2461	0	33
2015.07.13	10:00:00	1161.16	1161.39	1153.80	1155.21	4361	0	33
2015.07.13	11:00:00	1155.19	1156.20	1153.83	1154.77	2693	0	33
2015.07.13	12:00:00	1154.72	1156.84	1154.57	1155.78	2252	0	34
2015.07.13	13:00:00	1155.78	1156.78	1155.74	1156.68	1478	0	33
2015.07.13	14:00:00	1156.67	1158.26	1155.35	1156.03	2098	0	33
2015.07.13	15:00:00	1156.05	1156.79	1152.26	1154.09	3945	0	33
2015.07.13	16:00:00	1154.09	1154.29	1151.03	1154.26	6260	0	33
2015.07.13	17:00:00	1154.28	1155.07	1152.90	1153.55	3969	0	33
2015.07.13	18:00:00	1153.64	1159.25	1153.52	1157.09	3779	0	33
2015.07.13	19:00:00	1157.10	1158.87	1155.45	1156.73	2572	0	33
2015.07.13	20:00:00	1156.68	1158.62	1155.74	1156.86	2942	0	33
2015.07.13	21:00:00	1156.84	1157.44	1156.18	1156.89	1334	0	33
2015.07.13	22:00:00	1156.91	1158.17	1156.77	1157.69	1087	0	33
2015.07.13	23:00:00	1157.74	1158.04	1157.24	1157.78	447	0	34
2015.07.14	01:00:00	1157.65	1158.20	1157.27	1157.31	526	0	34
2015.07.14	02:00:00	1157.36	1157.42	1155.73	1156.44	497	0	35
2015.07.14	03:00:00	1156.45	1156.81	1155.27	1155.93	1453	0	34
2015.07.14	04:00:00	1155.91	1156.58	1154.78	1154.91	2156	0	34
2015.07.14	05:00:00	1154.89	1156.13	1154.78	1155.93	953	0	34
2015.07.14	06:00:00	1155.94	1156.03	1155.25	1155.96	721	0	34
2015.07.14	07:00:00	1155.93	1156.21	1155.11	1155.20	671	0	34
2015.07.14	08:00:00	1155.20	1157.06	1154.58	1156.36	1930	0	33
2015.07.14	09:00:00	1156.36	1156.37	1153.48	1154.14	3479	0	33
2015.07.14	10:00:00	1154.14	1155.27	1153.17	1154.00	2070	0	33
2015.07.14	11:00:00	1154.00	1154.91	1153.37	1153.91	1640	0	33
2015.07.14	12:00:00	1153.94	1154.94	1153.20	1154.14	1709	0	33
2015.07.14	13:00:00	1154.14	1154.64	1152.86	1153.77	2087	0	33
2015.07.14	14:00:00	1153.77	1154.62	1152.82	1153.73	2337	0	33
2015.07.14	15:00:00	1153.77	1158.86	1153.64	1156.17	4910	0	33
2015.07.14	16:00:00	1156.17	1159.69	1155.65	1157.07	4661	0	33
2015.07.14	17:00:00	1157.11	1157.92	1155.18	1155.77	3256	0	33
2015.07.14	18:00:00	1155.77	1156.32	1154.97	1155.57	2463	0	33
2015.07.14	19:00:00	1155.57	1156.12	1154.78	1155.08	1600	0	33
2015.07.14	20:00:00	1155.07	1155.47	1153.88	1154.14	1652	0	33
2015.07.14	21:00:00	1154.14	1155.30	1154.08	1154.52	1006	0	33
2015.07.14	22:00:00	1154.52	1155.56	1154.33	1155.10	1221	0	33
2015.07.14	23:00:00	1155.09	1155.54	1154.91	1155.52	486	0	35
2015.07.15	01:00:00	1154.83	1156.67	1154.82	1155.88	779	0	38
2015.07.15	02:00:00	1155.85	1156.70	1155.84	1156.10	647	0	34
2015.07.15	03:00:00	1156.10	1156.12	1155.67	1155.92	524	0	34
2015.07.15	04:00:00	1155.89	1156.43	1155.01	1155.52	858	0	33
2015.07.15	05:00:00	1155.52	1155.91	1154.65	1155.24	661	0	33
2015.07.15	06:00:00	1155.29	1155.76	1154.66	1155.08	994	0	34
2015.07.15	07:00:00	1155.07	1155.89	1154.81	1155.46	430	0	34
2015.07.15	08:00:00	1155.53	1155.76	1153.85	1154.55	1012	0	33
2015.07.15	09:00:00	1154.55	1155.57	1153.54	1154.35	1567	0	33
2015.07.15	10:00:00	1154.32	1155.33	1154.04	1155.02	1554	0	34
2015.07.15	11:00:00	1155.03	1155.52	1153.96	1154.94	1458	0	34
2015.07.15	12:00:00	1154.95	1155.76	1154.55	1155.41	1759	0	33
2015.07.15	13:00:00	1155.43	1155.58	1154.38	1154.65	964	0	33
2015.07.15	14:00:00	1154.69	1155.60	1154.02	1154.05	1544	0	34
2015.07.15	15:00:00	1154.05	1155.12	1150.77	1151.69	5636	0	33
2015.07.15	16:00:00	1151.67	1151.67	1145.86	1148.74	7877	0	33
2015.07.15	17:00:00	1148.67	1149.30	1145.40	1145.51	5566	0	33
2015.07.15	18:00:00	1145.51	1147.07	1143.13	1145.25	5384	0	33
2015.07.15	19:00:00	1145.25	1148.97	1145.02	1147.48	3747	0	33
2015.07.15	20:00:00	1147.46	1149.33	1147.14	1148.74	2427	0	33
2015.07.15	21:00:00	1148.84	1149.15	1147.59	1148.90	1316	0	33
2015.07.15	22:00:00	1148.99	1149.29	1148.67	1149.17	1095	0	34
2015.07.15	23:00:00	1149.19	1149.93	1148.95	1149.18	496	0	33
2015.07.16	01:00:00	1147.07	1149.32	1146.96	1148.79	673	0	34
2015.07.16	02:00:00	1148.78	1149.26	1147.87	1147.98	342	0	33
2015.07.16	03:00:00	1147.94	1148.76	1147.46	1147.76	850	0	33
2015.07.16	04:00:00	1147.81	1147.86	1146.23	1146.66	1375	0	33
2015.07.16	05:00:00	1146.61	1147.16	1145.93	1146.91	1079	0	34
2015.07.16	06:00:00	1146.91	1147.71	1146.91	1147.51	768	0	33
2015.07.16	07:00:00	1147.49	1147.97	1147.03	1147.13	770	0	34
2015.07.16	08:00:00	1147.07	1147.35	1146.35	1147.05	1936	0	35
2015.07.16	09:00:00	1147.10	1147.72	1146.33	1147.12	2818	0	33
2015.07.16	10:00:00	1147.06	1147.41	1144.85	1145.12	2888	0	33
2015.07.16	11:00:00	1145.06	1147.02	1144.62	1145.28	2673	0	33
2015.07.16	12:00:00	1145.38	1146.48	1144.91	1145.20	1876	0	33
2015.07.16	13:00:00	1145.20	1145.48	1143.63	1144.01	2630	0	33
2015.07.16	14:00:00	1144.01	1145.47	1143.08	1144.32	3568	0	33
2015.07.16	15:00:00	1144.33	1145.10	1142.17	1143.32	6295	0	33
2015.07.16	16:00:00	1143.32	1146.26	1142.56	1144.21	7161	0	33
2015.07.16	17:00:00	1144.21	1147.70	1144.17	1145.06	6064	0	33
2015.07.16	18:00:00	1145.07	1145.44	1143.51	1144.81	3284	0	33
2015.07.16	19:00:00	1144.84	1145.32	1144.39	1145.17	1885	0	34
2015.07.16	20:00:00	1145.15	1146.23	1144.93	1145.53	1738	0	33
2015.07.16	21:00:00	1145.54	1145.83	1144.68	1144.83	882	0	34
2015.07.16	22:00:00	1144.83	1145.96	1144.73	1144.84	1072	0	34
2015.07.16	23:00:00	1144.87	1145.22	1144.74	1145.14	393	0	38
2015.07.17	01:00:00	1145.20	1145.56	1144.80	1145.23	610	0	34
2015.07.17	02:00:00	1145.23	1145.23	1144.30	1144.52	429	0	34
2015.07.17	03:00:00	1144.48	1144.69	1143.89	1144.08	878	0	35
2015.07.17	04:00:00	1144.13	1144.80	1143.57	1144.42	1283	0	33
2015.07.17	05:00:00	1144.43	1145.02	1144.00	1144.47	1129	0	34
2015.07.17	06:00:00	1144.57	1145.02	1143.85	1144.64	796	0	34
2015.07.17	07:00:00	1144.64	1144.90	1144.00	1144.49	651	0	34
2015.07.17	08:00:00	1144.47	1144.80	1144.06	1144.51	1170	0	34
2015.07.17	09:00:00	1144.52	1145.55	1144.12	1144.83	2423	0	33
2015.07.17	10:00:00	1144.88	1145.64	1144.36	1144.73	1907	0	33
2015.07.17	11:00:00	1144.73	1145.59	1143.49	1143.78	2270	0	33
2015.07.17	12:00:00	1143.83	1144.54	1142.88	1143.12	2750	0	33
2015.07.17	13:00:00	1143.09	1144.01	1142.98	1143.72	1742	0	34
2015.07.17	14:00:00	1143.68	1144.61	1143.55	1144.15	1480	0	34
2015.07.17	15:00:00	1144.15	1144.43	1137.83	1139.48	6078	0	34
2015.07.17	16:00:00	1139.40	1139.42	1133.97	1134.02	6942	0	33
2015.07.17	17:00:00	1134.07	1134.25	1131.01	1132.67	6875	0	33
2015.07.17	18:00:00	1132.77	1134.29	1131.15	1131.59	3605	0	33
2015.07.17	19:00:00	1131.64	1134.09	1131.10	1133.84	2623	0	33
2015.07.17	20:00:00	1133.79	1134.42	1132.75	1133.08	2147	0	33
2015.07.17	21:00:00	1133.08	1133.58	1132.31	1132.31	1794	0	34
2015.07.17	22:00:00	1132.31	1133.76	1132.04	1133.73	1287	0	33
2015.07.17	23:00:00	1133.72	1134.99	1133.47	1133.90	632	0	34
2015.07.20	01:00:00	1132.78	1133.33	1129.14	1131.72	1458	0	37
